Hour,Temperature,Apparent Temperature,Wind,Relative Humidity,Date
18:00,19°C,19°C,Calme,94%,2018-05-15
18:51,19°C,19°C,Variable à 6 Km/h,94%,2018-05-15
19:13,19°C,19°C,Calme,94%,2018-05-15
19:51,19°C,19°C,Variable à 6 Km/h,100%,2018-05-15
20:51,19°C,19°C,Calme,94%,2018-05-15
21:51,19°C,19°C,Calme,94%,2018-05-15
22:51,19°C,19°C,350°6 Km/h,94%,2018-05-15
23:01,19°C,19°C,Calme,94%,2018-05-15
23:35,18°C,18°C,Variable à 11 Km/h,88%,2018-05-15
23:51,17°C,17°C,30°15 Km/h,83%,2018-05-15
00:51,17°C,17°C,10°9 Km/h,83%,2018-05-16
01:51,17°C,17°C,Calme,83%,2018-05-16
02:51,18°C,18°C,Variable à 6 Km/h,78%,2018-05-16
03:51,17°C,17°C,Calme,83%,2018-05-16
04:51,17°C,17°C,Variable à 9 Km/h,77%,2018-05-16
05:51,17°C,17°C,Variable à 6 Km/h,77%,2018-05-16
06:51,18°C,18°C,Calme,73%,2018-05-16
10:51,17°C,17°C,Calme,83%,2018-05-16
11:05,17°C,17°C,60°7 Km/h,83%,2018-05-16
11:51,17°C,17°C,Variable à 6 Km/h,83%,2018-05-16
12:07,16°C,16°C,Variable à 11 Km/h,88%,2018-05-16
12:24,16°C,16°C,90°7 Km/h,88%,2018-05-16
12:51,16°C,16°C,Calme,88%,2018-05-16
12:58,16°C,16°C,Variable à 9 Km/h,88%,2018-05-16
13:07,16°C,16°C,Variable à 7 Km/h,88%,2018-05-16
13:31,16°C,16°C,Variable à 6 Km/h,88%,2018-05-16
13:51,16°C,16°C,Calme,88%,2018-05-16
14:03,16°C,16°C,70°7 Km/h,94%,2018-05-16
14:51,16°C,16°C,Variable à 6 Km/h,94%,2018-05-16
15:51,16°C,16°C,Variable à 9 Km/h,88%,2018-05-16
16:26,16°C,16°C,Calme,88%,2018-05-16
16:51,15°C,15°C,Variable à 11 Km/h,94%,2018-05-16
17:02,15°C,15°C,120°7 Km/h,94%,2018-05-16
17:51,15°C,15°C,Variable à 7 Km/h,94%,2018-05-16
18:02,15°C,15°C,Variable à 9 Km/h,94%,2018-05-16
18:51,14°C,14°C,Variable à 6 Km/h,100%,2018-05-16
19:13,14°C,14°C,80°11 Km/h,100%,2018-05-16
19:37,14°C,14°C,Variable à 7 Km/h,100%,2018-05-16
19:51,14°C,14°C,Variable à 6 Km/h,100%,2018-05-16
20:51,14°C,14°C,Calme,100%,2018-05-16
21:51,14°C,14°C,Calme,94%,2018-05-16
22:03,14°C,14°C,50°6 Km/h,94%,2018-05-16
22:29,14°C,14°C,60°7 Km/h,94%,2018-05-16
22:37,14°C,14°C,Variable à 6 Km/h,94%,2018-05-16
22:51,14°C,14°C,70°7 Km/h,94%,2018-05-16
23:51,14°C,14°C,Calme,94%,2018-05-16
00:51,13°C,13°C,50°6 Km/h,100%,2018-05-17
01:38,13°C,13°C,Variable à 6 Km/h,100%,2018-05-17
02:02,13°C,13°C,60°6 Km/h,100%,2018-05-17
02:23,13°C,13°C,Variable à 7 Km/h,100%,2018-05-17
02:51,13°C,13°C,50°6 Km/h,100%,2018-05-17
03:51,13°C,13°C,Variable à 6 Km/h,100%,2018-05-17
04:08,13°C,13°C,60°7 Km/h,100%,2018-05-17
04:51,14°C,14°C,Variable à 6 Km/h,94%,2018-05-17
05:05,14°C,14°C,Calme,94%,2018-05-17
05:25,14°C,14°C,Calme,94%,2018-05-17
05:51,14°C,14°C,60°6 Km/h,94%,2018-05-17
06:05,14°C,14°C,Calme,94%,2018-05-17
06:33,14°C,14°C,Calme,94%,2018-05-17
06:51,14°C,14°C,Calme,100%,2018-05-17
06:58,14°C,14°C,Calme,100%,2018-05-17
07:29,14°C,14°C,Variable à 6 Km/h,100%,2018-05-17
07:39,14°C,14°C,60°6 Km/h,100%,2018-05-17
07:51,14°C,14°C,Calme,100%,2018-05-17
08:51,15°C,15°C,Calme,94%,2018-05-17
09:51,16°C,16°C,Calme,88%,2018-05-17
10:51,16°C,16°C,Calme,94%,2018-05-17
11:51,17°C,17°C,Calme,94%,2018-05-17
11:58,17°C,17°C,Calme,94%,2018-05-17
12:05,17°C,17°C,Calme,94%,2018-05-17
12:39,17°C,17°C,Calme,94%,2018-05-17
12:55,18°C,18°C,Calme,88%,2018-05-17
13:51,19°C,19°C,Calme,83%,2018-05-17
14:06,19°C,19°C,Calme,88%,2018-05-17
14:33,19°C,19°C,Calme,88%,2018-05-17
14:51,20°C,20°C,Calme,83%,2018-05-17
15:51,21°C,21°C,Calme,78%,2018-05-17
16:51,21°C,21°C,260°6 Km/h,78%,2018-05-17
17:51,22°C,22°C,Calme,73%,2018-05-17
18:51,21°C,21°C,Calme,78%,2018-05-17
19:51,21°C,21°C,Variable à 7 Km/h,78%,2018-05-17
20:51,21°C,21°C,Calme,78%,2018-05-17
21:51,21°C,21°C,260°7 Km/h,78%,2018-05-17
22:51,20°C,20°C,Calme,83%,2018-05-17
23:51,19°C,19°C,Calme,94%,2018-05-17
00:51,19°C,19°C,Calme,94%,2018-05-18
01:51,19°C,19°C,Calme,94%,2018-05-18
02:51,19°C,19°C,Calme,94%,2018-05-18
03:51,19°C,19°C,20°6 Km/h,94%,2018-05-18
04:51,19°C,19°C,Variable à 6 Km/h,88%,2018-05-18
05:51,18°C,18°C,Calme,83%,2018-05-18
06:13,18°C,18°C,Calme,88%,2018-05-18
06:30,18°C,18°C,"Variable à 11 Km/h, 37 km/h Rafales de Vent",73%,2018-05-18
06:51,18°C,18°C,80°13 Km/h,68%,2018-05-18
07:32,18°C,18°C,70°13 Km/h,64%,2018-05-18
07:39,18°C,18°C,60°19 Km/h,64%,2018-05-18
07:51,18°C,18°C,70°15 Km/h,60%,2018-05-18
08:01,18°C,18°C,Variable à 11 Km/h,64%,2018-05-18
08:09,18°C,18°C,80°17 Km/h,64%,2018-05-18
08:51,17°C,17°C,70°17 Km/h,64%,2018-05-18
09:51,17°C,17°C,60°13 Km/h,59%,2018-05-18
10:51,17°C,17°C,70°15 Km/h,49%,2018-05-18
11:51,17°C,17°C,80°13 Km/h,49%,2018-05-18
12:51,17°C,17°C,50°11 Km/h,45%,2018-05-18
13:51,17°C,17°C,60°13 Km/h,45%,2018-05-18
14:51,17°C,17°C,80°17 Km/h,49%,2018-05-18
15:51,18°C,18°C,"Variable à 9 Km/h, 26 km/h Rafales de Vent",46%,2018-05-18
16:51,17°C,17°C,80°15 Km/h,42%,2018-05-18
17:51,17°C,17°C,90°11 Km/h,42%,2018-05-18
18:51,16°C,16°C,Variable à 6 Km/h,42%,2018-05-18
19:51,16°C,16°C,50°9 Km/h,42%,2018-05-18
20:51,15°C,15°C,Variable à 7 Km/h,39%,2018-05-18
21:51,14°C,14°C,110°13 Km/h,41%,2018-05-18
22:51,14°C,14°C,Calme,39%,2018-05-18
23:51,13°C,13°C,90°9 Km/h,44%,2018-05-18
00:51,13°C,13°C,Variable à 11 Km/h,47%,2018-05-19
01:03,13°C,13°C,70°9 Km/h,47%,2018-05-19
01:51,12°C,12°C,Variable à 11 Km/h,54%,2018-05-19
02:51,12°C,12°C,50°11 Km/h,58%,2018-05-19
03:51,12°C,12°C,"Variable à 11 Km/h, 28 km/h Rafales de Vent",58%,2018-05-19
04:51,10°C,8°C,80°17 Km/h,82%,2018-05-19
05:51,10°C,9°C,Variable à 9 Km/h,88%,2018-05-19
06:02,10°C,8°C,80°13 Km/h,88%,2018-05-19
06:51,10°C,8°C,Variable à 11 Km/h,94%,2018-05-19
07:21,10°C,9°C,Variable à 9 Km/h,94%,2018-05-19
07:30,10°C,8°C,Variable à 11 Km/h,94%,2018-05-19
07:35,10°C,9°C,Variable à 9 Km/h,94%,2018-05-19
07:51,10°C,9°C,Variable à 7 Km/h,94%,2018-05-19
08:00,10°C,10°C,Variable à 6 Km/h,94%,2018-05-19
08:14,10°C,10°C,Variable à 6 Km/h,94%,2018-05-19
08:33,10°C,9°C,60°9 Km/h,94%,2018-05-19
08:41,10°C,8°C,80°13 Km/h,94%,2018-05-19
08:51,11°C,11°C,80°13 Km/h,88%,2018-05-19
09:51,11°C,11°C,Variable à 9 Km/h,94%,2018-05-19
10:00,11°C,11°C,Variable à 7 Km/h,94%,2018-05-19
10:51,11°C,11°C,100°15 Km/h,94%,2018-05-19
11:51,12°C,12°C,Variable à 11 Km/h,94%,2018-05-19
12:12,12°C,12°C,90°13 Km/h,94%,2018-05-19
12:22,12°C,12°C,Variable à 9 Km/h,94%,2018-05-19
12:37,12°C,12°C,Variable à 7 Km/h,94%,2018-05-19
12:51,12°C,12°C,80°15 Km/h,94%,2018-05-19
12:57,12°C,12°C,Variable à 7 Km/h,94%,2018-05-19
13:13,12°C,12°C,100°9 Km/h,100%,2018-05-19
13:44,12°C,12°C,Variable à 9 Km/h,100%,2018-05-19
13:51,12°C,12°C,90°9 Km/h,100%,2018-05-19
14:01,12°C,12°C,50°6 Km/h,100%,2018-05-19
14:18,13°C,13°C,Calme,94%,2018-05-19
14:26,12°C,12°C,Variable à 6 Km/h,100%,2018-05-19
14:51,13°C,13°C,Calme,94%,2018-05-19
14:58,13°C,13°C,Calme,94%,2018-05-19
15:12,13°C,13°C,Variable à 6 Km/h,94%,2018-05-19
15:28,13°C,13°C,Variable à 7 Km/h,94%,2018-05-19
15:51,13°C,13°C,Variable à 6 Km/h,94%,2018-05-19
15:58,13°C,13°C,Calme,100%,2018-05-19
16:24,13°C,13°C,Calme,100%,2018-05-19
16:51,13°C,13°C,60°9 Km/h,100%,2018-05-19
17:06,13°C,13°C,Calme,94%,2018-05-19
17:51,13°C,13°C,Variable à 6 Km/h,100%,2018-05-19
17:59,13°C,13°C,60°6 Km/h,100%,2018-05-19
18:14,13°C,13°C,Calme,100%,2018-05-19
18:51,13°C,13°C,Calme,100%,2018-05-19
19:51,13°C,13°C,Calme,100%,2018-05-19
20:38,13°C,13°C,Calme,100%,2018-05-19
20:51,13°C,13°C,Calme,100%,2018-05-19
21:51,13°C,13°C,Calme,94%,2018-05-19
22:51,3°C,3°C,Calme,107%,2018-05-19
23:06,13°C,13°C,Calme,94%,2018-05-19
23:22,13°C,13°C,Calme,100%,2018-05-19
23:30,13°C,13°C,Calme,100%,2018-05-19
23:51,13°C,13°C,Calme,100%,2018-05-19
23:58,13°C,13°C,Calme,100%,2018-05-19
00:20,13°C,13°C,Calme,100%,2018-05-20
00:42,13°C,13°C,Calme,100%,2018-05-20
00:51,13°C,13°C,Calme,100%,2018-05-20
01:09,13°C,13°C,Variable à 6 Km/h,100%,2018-05-20
01:51,14°C,14°C,Calme,94%,2018-05-20
02:16,14°C,14°C,Calme,94%,2018-05-20
02:31,14°C,14°C,Calme,100%,2018-05-20
02:41,14°C,14°C,Calme,100%,2018-05-20
02:51,14°C,14°C,Calme,100%,2018-05-20
03:31,15°C,15°C,Calme,94%,2018-05-20
03:51,15°C,15°C,Calme,94%,2018-05-20
04:01,15°C,15°C,Calme,94%,2018-05-20
04:51,15°C,15°C,Calme,94%,2018-05-20
05:23,16°C,16°C,Calme,94%,2018-05-20
05:51,17°C,17°C,Calme,94%,2018-05-20
06:16,17°C,17°C,Calme,100%,2018-05-20
06:36,18°C,18°C,Variable à 7 Km/h,100%,2018-05-20
06:51,19°C,19°C,Calme,94%,2018-05-20
06:58,19°C,19°C,Variable à 6 Km/h,94%,2018-05-20
07:06,19°C,19°C,Variable à 9 Km/h,100%,2018-05-20
07:51,20°C,20°C,Variable à 6 Km/h,94%,2018-05-20
08:09,21°C,21°C,Variable à 6 Km/h,88%,2018-05-20
08:51,21°C,21°C,Calme,94%,2018-05-20
09:51,22°C,23°C,Calme,88%,2018-05-20
10:51,23°C,24°C,Variable à 7 Km/h,83%,2018-05-20
11:19,24°C,25°C,Variable à 6 Km/h,83%,2018-05-20
11:51,24°C,24°C,Variable à 7 Km/h,74%,2018-05-20
12:51,27°C,28°C,270°13 Km/h,58%,2018-05-20
13:51,26°C,27°C,290°11 Km/h,61%,2018-05-20
14:51,27°C,28°C,Variable à 6 Km/h,58%,2018-05-20
15:51,27°C,28°C,300°11 Km/h,58%,2018-05-20
16:51,26°C,26°C,310°15 Km/h,54%,2018-05-20
17:51,26°C,26°C,310°11 Km/h,54%,2018-05-20
18:51,24°C,24°C,Variable à 9 Km/h,61%,2018-05-20
19:51,23°C,23°C,Variable à 7 Km/h,57%,2018-05-20
20:51,22°C,22°C,Variable à 6 Km/h,61%,2018-05-20
21:51,21°C,21°C,310°13 Km/h,60%,2018-05-20
22:51,20°C,20°C,Variable à 7 Km/h,60%,2018-05-20
23:51,19°C,19°C,Calme,64%,2018-05-20
00:51,19°C,19°C,Calme,60%,2018-05-21
01:51,18°C,18°C,Calme,68%,2018-05-21
02:51,17°C,17°C,Variable à 6 Km/h,73%,2018-05-21
03:51,17°C,17°C,Calme,73%,2018-05-21
04:51,16°C,16°C,330°7 Km/h,77%,2018-05-21
05:51,14°C,14°C,Calme,88%,2018-05-21
06:51,16°C,16°C,Calme,77%,2018-05-21
07:51,17°C,17°C,20°7 Km/h,73%,2018-05-21
08:51,18°C,18°C,Calme,64%,2018-05-21
09:51,19°C,19°C,Variable à 11 Km/h,49%,2018-05-21
10:51,21°C,21°C,Variable à 9 Km/h,40%,2018-05-21
11:51,23°C,22°C,Variable à 7 Km/h,36%,2018-05-21
12:51,23°C,22°C,Calme,33%,2018-05-21
13:51,25°C,24°C,Calme,30%,2018-05-21
14:51,26°C,25°C,Calme,32%,2018-05-21
15:51,23°C,22°C,Variable à 9 Km/h,41%,2018-05-21
16:51,23°C,22°C,Calme,38%,2018-05-21
17:51,23°C,22°C,Variable à 9 Km/h,38%,2018-05-21
18:51,21°C,21°C,Variable à 7 Km/h,46%,2018-05-21
19:51,20°C,20°C,Variable à 7 Km/h,46%,2018-05-21
20:51,19°C,19°C,Calme,49%,2018-05-21
21:51,18°C,18°C,Calme,56%,2018-05-21
22:51,18°C,18°C,240°13 Km/h,56%,2018-05-21
23:51,18°C,18°C,Calme,52%,2018-05-21
00:51,18°C,18°C,Calme,52%,2018-05-22
01:51,17°C,17°C,270°6 Km/h,56%,2018-05-22
02:51,18°C,18°C,Variable à 6 Km/h,52%,2018-05-22
03:51,18°C,18°C,Calme,52%,2018-05-22
04:51,18°C,18°C,Calme,56%,2018-05-22
05:51,18°C,18°C,Calme,64%,2018-05-22
06:51,18°C,18°C,Calme,64%,2018-05-22
07:51,20°C,20°C,Calme,60%,2018-05-22
08:51,20°C,20°C,Calme,60%,2018-05-22
09:51,20°C,20°C,Calme,60%,2018-05-22
10:51,18°C,18°C,Variable à 6 Km/h,73%,2018-05-22
11:51,18°C,18°C,Variable à 7 Km/h,60%,2018-05-22
12:51,18°C,18°C,Variable à 9 Km/h,64%,2018-05-22
13:51,18°C,18°C,Calme,64%,2018-05-22
14:51,16°C,16°C,Calme,83%,2018-05-22
15:07,15°C,15°C,170°9 Km/h,88%,2018-05-22
15:40,14°C,14°C,Calme,94%,2018-05-22
15:51,14°C,14°C,Calme,94%,2018-05-22
16:08,13°C,13°C,Calme,100%,2018-05-22
16:16,13°C,13°C,Calme,94%,2018-05-22
16:36,14°C,14°C,Calme,94%,2018-05-22
16:51,13°C,13°C,Calme,100%,2018-05-22
17:12,14°C,14°C,Calme,94%,2018-05-22
17:51,14°C,14°C,Calme,94%,2018-05-22
18:51,14°C,14°C,Calme,94%,2018-05-22
19:28,14°C,14°C,Calme,94%,2018-05-22
19:51,14°C,14°C,Calme,94%,2018-05-22
20:51,14°C,14°C,Calme,94%,2018-05-22
21:51,14°C,14°C,Calme,100%,2018-05-22
22:17,14°C,14°C,Calme,100%,2018-05-22
22:29,14°C,14°C,Calme,100%,2018-05-22
22:51,15°C,15°C,Calme,94%,2018-05-22
23:33,15°C,15°C,Calme,94%,2018-05-22
23:43,15°C,15°C,Calme,94%,2018-05-22
23:51,15°C,15°C,Calme,94%,2018-05-22
00:23,15°C,15°C,Calme,94%,2018-05-23
00:51,15°C,15°C,Calme,94%,2018-05-23
00:59,16°C,16°C,Calme,88%,2018-05-23
01:35,16°C,16°C,Calme,88%,2018-05-23
01:51,15°C,15°C,Calme,94%,2018-05-23
02:09,15°C,15°C,300°7 Km/h,94%,2018-05-23
02:24,15°C,15°C,Calme,94%,2018-05-23
02:32,15°C,15°C,Calme,94%,2018-05-23
02:51,15°C,15°C,270°6 Km/h,94%,2018-05-23
03:10,15°C,15°C,Calme,94%,2018-05-23
03:18,15°C,15°C,Calme,94%,2018-05-23
03:35,15°C,15°C,Calme,94%,2018-05-23
03:51,15°C,15°C,Calme,94%,2018-05-23
04:22,16°C,16°C,240°9 Km/h,94%,2018-05-23
04:30,16°C,16°C,Calme,94%,2018-05-23
04:51,15°C,15°C,Calme,94%,2018-05-23
05:19,15°C,15°C,Calme,94%,2018-05-23
05:35,15°C,15°C,Calme,94%,2018-05-23
05:42,15°C,15°C,Calme,94%,2018-05-23
05:51,15°C,15°C,250°6 Km/h,94%,2018-05-23
06:03,15°C,15°C,250°6 Km/h,94%,2018-05-23
06:06,16°C,16°C,Calme,88%,2018-05-23
06:12,16°C,16°C,Calme,94%,2018-05-23
06:34,16°C,16°C,Calme,94%,2018-05-23
06:51,16°C,16°C,290°6 Km/h,94%,2018-05-23
07:05,16°C,16°C,Calme,100%,2018-05-23
07:32,16°C,16°C,Variable à 6 Km/h,100%,2018-05-23
07:42,16°C,16°C,Calme,100%,2018-05-23
07:51,17°C,17°C,Calme,94%,2018-05-23
08:51,18°C,18°C,Calme,88%,2018-05-23
09:51,19°C,19°C,Variable à 6 Km/h,88%,2018-05-23
10:51,21°C,21°C,Calme,73%,2018-05-23
11:51,22°C,22°C,40°9 Km/h,73%,2018-05-23
12:51,22°C,22°C,Calme,73%,2018-05-23
13:51,23°C,23°C,Calme,57%,2018-05-23
14:51,26°C,26°C,Variable à 7 Km/h,48%,2018-05-23
15:51,26°C,26°C,Calme,45%,2018-05-23
16:51,27°C,27°C,Calme,37%,2018-05-23
17:51,27°C,27°C,Variable à 7 Km/h,37%,2018-05-23
18:51,26°C,26°C,290°7 Km/h,39%,2018-05-23
19:51,26°C,26°C,Variable à 7 Km/h,34%,2018-05-23
20:51,25°C,25°C,290°6 Km/h,36%,2018-05-23
21:51,24°C,23°C,290°6 Km/h,39%,2018-05-23
22:51,23°C,23°C,290°7 Km/h,44%,2018-05-23
23:51,22°C,21°C,Calme,47%,2018-05-23
00:51,21°C,21°C,290°6 Km/h,50%,2018-05-24
01:51,20°C,20°C,290°7 Km/h,53%,2018-05-24
02:51,19°C,19°C,Calme,56%,2018-05-24
03:51,19°C,19°C,Variable à 6 Km/h,60%,2018-05-24
04:51,18°C,18°C,Calme,64%,2018-05-24
05:51,18°C,18°C,290°9 Km/h,64%,2018-05-24
06:51,18°C,18°C,300°13 Km/h,68%,2018-05-24
07:51,19°C,19°C,Variable à 9 Km/h,64%,2018-05-24
08:51,21°C,21°C,330°6 Km/h,53%,2018-05-24
09:51,22°C,21°C,Calme,38%,2018-05-24
10:51,24°C,23°C,Calme,25%,2018-05-24
11:51,26°C,25°C,Calme,23%,2018-05-24
12:51,27°C,26°C,Calme,20%,2018-05-24
13:51,28°C,27°C,Calme,20%,2018-05-24
14:51,27°C,26°C,Calme,28%,2018-05-24
15:51,28°C,27°C,Calme,26%,2018-05-24
16:51,27°C,26°C,Variable à 7 Km/h,26%,2018-05-24
17:51,27°C,26°C,Calme,28%,2018-05-24
18:51,24°C,23°C,Variable à 6 Km/h,34%,2018-05-24
19:51,23°C,22°C,Variable à 6 Km/h,36%,2018-05-24
20:51,23°C,22°C,Variable à 6 Km/h,38%,2018-05-24
21:51,22°C,21°C,Variable à 9 Km/h,36%,2018-05-24
22:51,21°C,21°C,Calme,43%,2018-05-24
23:51,21°C,21°C,250°15 Km/h,43%,2018-05-24
00:51,21°C,21°C,250°7 Km/h,46%,2018-05-25
01:51,21°C,21°C,Variable à 11 Km/h,46%,2018-05-25
02:51,19°C,19°C,260°7 Km/h,52%,2018-05-25
03:51,19°C,19°C,Variable à 9 Km/h,60%,2018-05-25
04:51,19°C,19°C,Variable à 6 Km/h,60%,2018-05-25
05:51,19°C,19°C,260°7 Km/h,60%,2018-05-25
06:51,19°C,19°C,Variable à 6 Km/h,60%,2018-05-25
07:51,20°C,20°C,240°6 Km/h,56%,2018-05-25
08:51,22°C,22°C,Calme,50%,2018-05-25
09:51,24°C,24°C,Variable à 9 Km/h,47%,2018-05-25
10:51,26°C,26°C,Calme,42%,2018-05-25
11:51,28°C,27°C,"Variable à 9 Km/h, 28 km/h Rafales de Vent",35%,2018-05-25
12:51,29°C,28°C,"Variable à 6 Km/h, 26 km/h Rafales de Vent",29%,2018-05-25
13:51,29°C,28°C,200°7 Km/h,29%,2018-05-25
14:51,29°C,28°C,Calme,33%,2018-05-25
15:51,29°C,28°C,Calme,33%,2018-05-25
16:51,29°C,29°C,Variable à 9 Km/h,40%,2018-05-25
17:51,29°C,28°C,Variable à 11 Km/h,35%,2018-05-25
18:51,29°C,28°C,Calme,35%,2018-05-25
19:51,28°C,28°C,Variable à 7 Km/h,40%,2018-05-25
20:51,27°C,27°C,Calme,51%,2018-05-25
21:51,26°C,26°C,Variable à 9 Km/h,51%,2018-05-25
22:51,26°C,26°C,260°15 Km/h,51%,2018-05-25
23:51,26°C,26°C,Calme,54%,2018-05-25
00:51,24°C,24°C,Variable à 11 Km/h,65%,2018-05-26
01:51,24°C,24°C,Variable à 6 Km/h,69%,2018-05-26
02:51,23°C,23°C,Variable à 9 Km/h,74%,2018-05-26
03:51,23°C,23°C,"Variable à 11 Km/h, 30 km/h Rafales de Vent",74%,2018-05-26
04:51,23°C,23°C,Calme,74%,2018-05-26
05:51,23°C,23°C,Variable à 6 Km/h,74%,2018-05-26
06:51,23°C,23°C,Calme,74%,2018-05-26
07:51,23°C,23°C,Variable à 7 Km/h,74%,2018-05-26
08:51,24°C,24°C,Calme,74%,2018-05-26
09:51,27°C,28°C,Calme,62%,2018-05-26
10:51,28°C,29°C,Variable à 7 Km/h,58%,2018-05-26
11:51,29°C,30°C,Calme,55%,2018-05-26
12:51,31°C,34°C,Calme,55%,2018-05-26
13:51,32°C,33°C,Calme,43%,2018-05-26
14:51,31°C,31°C,Variable à 6 Km/h,43%,2018-05-26
15:51,31°C,32°C,260°7 Km/h,46%,2018-05-26
16:51,29°C,31°C,Variable à 6 Km/h,58%,2018-05-26
17:51,31°C,32°C,Calme,49%,2018-05-26
18:51,29°C,30°C,Calme,55%,2018-05-26
19:51,27°C,28°C,Calme,62%,2018-05-26
20:51,27°C,28°C,Calme,62%,2018-05-26
21:51,26°C,27°C,Calme,65%,2018-05-26
22:51,27°C,28°C,Calme,58%,2018-05-26
23:51,26°C,27°C,Calme,61%,2018-05-26
00:51,26°C,27°C,Variable à 6 Km/h,65%,2018-05-27
01:51,27°C,28°C,Calme,62%,2018-05-27
02:51,25°C,25°C,80°7 Km/h,69%,2018-05-27
03:51,22°C,22°C,60°11 Km/h,73%,2018-05-27
04:51,22°C,22°C,90°13 Km/h,69%,2018-05-27
05:51,19°C,19°C,60°15 Km/h,83%,2018-05-27
06:51,18°C,18°C,70°11 Km/h,88%,2018-05-27
07:51,17°C,17°C,90°13 Km/h,94%,2018-05-27
08:21,17°C,17°C,Variable à 9 Km/h,94%,2018-05-27
08:35,17°C,17°C,70°17 Km/h,94%,2018-05-27
08:51,16°C,16°C,70°17 Km/h,100%,2018-05-27
09:14,16°C,16°C,60°13 Km/h,94%,2018-05-27
09:51,16°C,16°C,50°15 Km/h,94%,2018-05-27
10:02,16°C,16°C,60°13 Km/h,94%,2018-05-27
10:51,16°C,16°C,60°11 Km/h,100%,2018-05-27
11:13,17°C,17°C,70°7 Km/h,94%,2018-05-27
11:24,17°C,17°C,Variable à 6 Km/h,94%,2018-05-27
11:51,17°C,17°C,70°13 Km/h,94%,2018-05-27
12:21,17°C,17°C,60°17 Km/h,94%,2018-05-27
12:51,17°C,17°C,60°13 Km/h,88%,2018-05-27
13:51,16°C,16°C,70°15 Km/h,88%,2018-05-27
14:10,16°C,16°C,70°19 Km/h,88%,2018-05-27
14:51,16°C,16°C,70°24 Km/h,88%,2018-05-27
15:51,16°C,16°C,70°17 Km/h,83%,2018-05-27
16:51,15°C,15°C,70°19 Km/h,82%,2018-05-27
17:51,15°C,15°C,70°19 Km/h,82%,2018-05-27
18:51,14°C,14°C,60°13 Km/h,88%,2018-05-27
19:51,14°C,14°C,60°15 Km/h,88%,2018-05-27
21:10,14°C,14°C,70°20 Km/h,82%,2018-05-27
21:51,14°C,14°C,80°15 Km/h,82%,2018-05-27
22:51,14°C,14°C,Variable à 9 Km/h,82%,2018-05-27
23:51,13°C,13°C,60°13 Km/h,88%,2018-05-27
00:51,13°C,13°C,Variable à 11 Km/h,88%,2018-05-28
01:51,13°C,13°C,Calme,88%,2018-05-28
02:51,13°C,13°C,Variable à 6 Km/h,88%,2018-05-28
03:51,13°C,13°C,Variable à 6 Km/h,88%,2018-05-28
04:51,13°C,13°C,Variable à 7 Km/h,88%,2018-05-28
05:51,14°C,14°C,Variable à 7 Km/h,82%,2018-05-28
06:51,14°C,14°C,Calme,82%,2018-05-28
07:25,14°C,14°C,Calme,82%,2018-05-28
07:51,14°C,14°C,Variable à 6 Km/h,82%,2018-05-28
08:51,14°C,14°C,120°6 Km/h,82%,2018-05-28
09:51,14°C,14°C,Calme,82%,2018-05-28
10:16,15°C,15°C,Calme,77%,2018-05-28
10:51,16°C,16°C,Calme,77%,2018-05-28
11:51,17°C,17°C,Calme,73%,2018-05-28
12:41,18°C,18°C,Calme,73%,2018-05-28
12:51,19°C,19°C,Calme,68%,2018-05-28
13:51,19°C,19°C,Variable à 6 Km/h,68%,2018-05-28
14:51,19°C,19°C,270°6 Km/h,68%,2018-05-28
15:24,19°C,19°C,270°6 Km/h,73%,2018-05-28
15:51,19°C,19°C,Calme,73%,2018-05-28
16:51,21°C,21°C,Calme,64%,2018-05-28
17:51,20°C,20°C,Calme,73%,2018-05-28
18:51,18°C,18°C,Variable à 6 Km/h,73%,2018-05-28
19:51,17°C,17°C,Calme,77%,2018-05-28
20:51,16°C,16°C,Variable à 7 Km/h,83%,2018-05-28
21:51,17°C,17°C,Calme,77%,2018-05-28
22:51,17°C,17°C,Variable à 6 Km/h,77%,2018-05-28
23:51,17°C,17°C,Calme,83%,2018-05-28
00:51,17°C,17°C,Calme,83%,2018-05-29
01:44,18°C,18°C,Calme,78%,2018-05-29
01:51,18°C,18°C,Calme,83%,2018-05-29
02:51,18°C,18°C,Variable à 6 Km/h,88%,2018-05-29
03:05,18°C,18°C,Variable à 6 Km/h,88%,2018-05-29
03:21,18°C,18°C,240°6 Km/h,94%,2018-05-29
03:51,19°C,19°C,260°7 Km/h,88%,2018-05-29
04:51,18°C,18°C,240°6 Km/h,94%,2018-05-29
05:51,18°C,18°C,Calme,94%,2018-05-29
06:18,19°C,19°C,Variable à 6 Km/h,88%,2018-05-29
06:51,19°C,19°C,Calme,94%,2018-05-29
07:51,20°C,20°C,Calme,88%,2018-05-29
08:51,22°C,22°C,Calme,78%,2018-05-29
09:51,23°C,23°C,Variable à 7 Km/h,78%,2018-05-29
10:04,23°C,23°C,250°6 Km/h,78%,2018-05-29
10:51,25°C,25°C,Calme,69%,2018-05-29
11:51,28°C,29°C,Calme,55%,2018-05-29
12:51,30°C,31°C,Calme,49%,2018-05-29
13:51,31°C,31°C,Calme,40%,2018-05-29
14:51,31°C,31°C,Calme,40%,2018-05-29
15:51,30°C,30°C,Calme,43%,2018-05-29
16:51,29°C,30°C,Variable à 7 Km/h,55%,2018-05-29
17:51,28°C,29°C,Calme,55%,2018-05-29
